"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias e permanentes"
"Cód.","Município","2010"
"Cód.","Município","Total"
"4122909","Salto do Itararé (PR)","11127"
"4123006","Salto do Lontra (PR)","19226"
"4123105","Santa Amélia (PR)","9852"
"4123204","Santa Cecília do Pavão (PR)","10822"
"4123303","Santa Cruz de Monte Castelo (PR)","12541"
"4123402","Santa Fé (PR)","12350"
"4123501","Santa Helena (PR)","56391"
"4123600","Santa Inês (PR)","4927"
"4123709","Santa Isabel do Ivaí (PR)","8055"
"4123808","Santa Izabel do Oeste (PR)","25071"
"4123824","Santa Lúcia (PR)","11487"
"4123857","Santa Maria do Oeste (PR)","17633"
"4123907","Santa Mariana (PR)","56464"
"4123956","Santa Mônica (PR)","9271"
"4124004","Santana do Itararé (PR)","13927"
"4124020","Santa Tereza do Oeste (PR)","43482"
"4124053","Santa Terezinha de Itaipu (PR)","32628"
"4124103","Santo Antônio da Platina (PR)","28239"
"4124202","Santo Antônio do Caiuá (PR)","3449"
"4124301","Santo Antônio do Paraíso (PR)","15695"
"4124400","Santo Antônio do Sudoeste (PR)","22920"
"4124509","Santo Inácio (PR)","10495"
"4124608","São Carlos do Ivaí (PR)","15971"
"4124707","São Jerônimo da Serra (PR)","8602"
"4124806","São João (PR)","33252"
"4124905","São João do Caiuá (PR)","4864"
"4125001","São João do Ivaí (PR)","40425"
"4125100","São João do Triunfo (PR)","17185"
"4125209","São Jorge d'Oeste (PR)","16612"
"4125308","São Jorge do Ivaí (PR)","53196"
"4125357","São Jorge do Patrocínio (PR)","5287"
"4125407","São José da Boa Vista (PR)","20978"
"4125456","São José das Palmeiras (PR)","5983"
"4125506","São José dos Pinhais (PR)","6460"
"4125555","São Manoel do Paraná (PR)","5002"
"4125605","São Mateus do Sul (PR)","50275"
"4125704","São Miguel do Iguaçu (PR)","95877"
"4125753","São Pedro do Iguaçu (PR)","23404"
"4125803","São Pedro do Ivaí (PR)","21829"
"4125902","São Pedro do Paraná (PR)","774"
"4126009","São Sebastião da Amoreira (PR)","25180"
"4126108","São Tomé (PR)","12979"
"4126207","Sapopema (PR)","11042"
"4126256","Sarandi (PR)","13606"
"4126272","Saudade do Iguaçu (PR)","5132"
"4126306","Sengés (PR)","23966"
"4126355","Serranópolis do Iguaçu (PR)","22459"
"4126405","Sertaneja (PR)","68683"
"4126504","Sertanópolis (PR)","50254"
"4126603","Siqueira Campos (PR)","9324"
"4126652","Sulina (PR)","6374"
"4126678","Tamarana (PR)","50049"
"4126702","Tamboara (PR)","7973"
"4126801","Tapejara (PR)","24011"
"4126900","Tapira (PR)","4800"
"4127007","Teixeira Soares (PR)","45321"
"4127106","Telêmaco Borba (PR)","549"
"4127205","Terra Boa (PR)","31376"
"4127304","Terra Rica (PR)","13781"
"4127403","Terra Roxa (PR)","101204"
"4127502","Tibagi (PR)","160093"
"4127601","Tijucas do Sul (PR)","8225"
"4127700","Toledo (PR)","139307"
"4127809","Tomazina (PR)","13919"
"4127858","Três Barras do Paraná (PR)","24388"
"4127882","Tunas do Paraná (PR)","2087"
"4127908","Tuneiras do Oeste (PR)","33324"
"4127957","Tupãssi (PR)","46424"
"4127965","Turvo (PR)","15455"
"4128005","Ubiratã (PR)","90875"
"4128104","Umuarama (PR)","16406"
"4128203","União da Vitória (PR)","6345"
"4128302","Uniflor (PR)","3817"
"4128401","Uraí (PR)","22619"
"4128500","Wenceslau Braz (PR)","19236"
"4128534","Ventania (PR)","38244"
"4128559","Vera Cruz do Oeste (PR)","32146"
"4128609","Verê (PR)","30016"
"4128625","Alto Paraíso (PR)","2286"
"4128633","Doutor Ulysses (PR)","9349"
"4128658","Virmond (PR)","11653"
"4128708","Vitorino (PR)","34385"
"4128807","Xambrê (PR)","1936"
"4200051","Abdon Batista (SC)","6446"
"4200101","Abelardo Luz (SC)","57188"
"4200200","Agrolândia (SC)","3663"
"4200309","Agronômica (SC)","4535"
"4200408","Água Doce (SC)","22616"
"4200507","Águas de Chapecó (SC)","3975"
"4200556","Águas Frias (SC)","2271"
"4200606","Águas Mornas (SC)","739"
"4200705","Alfredo Wagner (SC)","8733"
"4200754","Alto Bela Vista (SC)","1434"
"4200804","Anchieta (SC)","4257"
"4200903","Angelina (SC)","3309"
"4201000","Anita Garibaldi (SC)","8806"
"4201109","Anitápolis (SC)","2887"
"4201208","Antônio Carlos (SC)","1871"
"4201257","Apiúna (SC)","1131"
"4201273","Arabutã (SC)","2539"
"4201307","Araquari (SC)","2601"
"4201406","Araranguá (SC)","10144"
"4201505","Armazém (SC)","1951"
"4201604","Arroio Trinta (SC)","2336"
"4201653","Arvoredo (SC)","2235"
"4201703","Ascurra (SC)","752"
"4201802","Atalanta (SC)","2187"
"4201901","Aurora (SC)","4260"
"4201950","Balneário Arroio do Silva (SC)","..."
"4202008","Balneário Camboriú (SC)","2"
"4202057","Balneário Barra do Sul (SC)","34"
"4202073","Balneário Gaivota (SC)","837"
"4202081","Bandeirante (SC)","2905"
"4202099","Barra Bonita (SC)","3385"
"4202107","Barra Velha (SC)","1514"
"4202131","Bela Vista do Toldo (SC)","11004"
"4202156","Belmonte (SC)","3391"
"4202206","Benedito Novo (SC)","1732"
"4202305","Biguaçu (SC)","1805"
"4202404","Blumenau (SC)","773"
"4202438","Bocaina do Sul (SC)","1895"
"4202453","Bombinhas (SC)","..."
"4202503","Bom Jardim da Serra (SC)","2000"
"4202537","Bom Jesus (SC)","4848"
"4202578","Bom Jesus do Oeste (SC)","2887"
"4202602","Bom Retiro (SC)","6858"
"4202701","Botuverá (SC)","430"
"4202800","Braço do Norte (SC)","1539"
"4202859","Braço do Trombudo (SC)","1166"
"4202875","Brunópolis (SC)","8367"
"4202909","Brusque (SC)","366"
"4203006","Caçador (SC)","7133"
"4203105","Caibi (SC)","5175"
"4203154","Calmon (SC)","1161"
"4203204","Camboriú (SC)","1002"
"4203253","Capão Alto (SC)","3822"
"4203303","Campo Alegre (SC)","5800"
"4203402","Campo Belo do Sul (SC)","13949"
"4203501","Campo Erê (SC)","29893"
"4203600","Campos Novos (SC)","83002"
"4203709","Canelinha (SC)","626"
"4203808","Canoinhas (SC)","33940"
"4203907","Capinzal (SC)","7188"
"4203956","Capivari de Baixo (SC)","1567"
"4204004","Catanduvas (SC)","1618"
"4204103","Caxambu do Sul (SC)","5947"
"4204152","Celso Ramos (SC)","7133"
"4204178","Cerro Negro (SC)","6815"
"4204194","Chapadão do Lageado (SC)","4062"
"4204202","Chapecó (SC)","25235"
"4204251","Cocal do Sul (SC)","729"
"4204301","Concórdia (SC)","12864"
"4204350","Cordilheira Alta (SC)","1584"
"4204400","Coronel Freitas (SC)","5511"
"4204459","Coronel Martins (SC)","4555"
"4204509","Corupá (SC)","5666"
"4204558","Correia Pinto (SC)","4281"
"4204608","Criciúma (SC)","4376"
"4204707","Cunha Porã (SC)","9267"
"4204756","Cunhataí (SC)","1194"
"4204806","Curitibanos (SC)","21449"
"4204905","Descanso (SC)","9773"
"4205001","Dionísio Cerqueira (SC)","14827"
"4205100","Dona Emma (SC)","1992"
"4205159","Doutor Pedrinho (SC)","1082"
"4205175","Entre Rios (SC)","4699"
"4205191","Ermo (SC)","4865"
"4205209","Erval Velho (SC)","6358"
"4205308","Faxinal dos Guedes (SC)","17458"
"4205357","Flor do Sertão (SC)","2606"
"4205407","Florianópolis (SC)","129"
"4205431","Formosa do Sul (SC)","1284"
"4205456","Forquilhinha (SC)","11631"
"4205506","Fraiburgo (SC)","19057"
"4205555","Frei Rogério (SC)","6064"
"4205605","Galvão (SC)","7133"
"4205704","Garopaba (SC)","278"
"4205803","Garuva (SC)","3282"
"4205902","Gaspar (SC)","3817"
"4206009","Governador Celso Ramos (SC)","153"
"4206108","Grão Pará (SC)","2704"
"4206207","Gravatal (SC)","829"
"4206306","Guabiruba (SC)","228"
"4206405","Guaraciaba (SC)","9485"
"4206504","Guaramirim (SC)","7485"
"4206603","Guarujá do Sul (SC)","3966"
"4206652","Guatambú (SC)","5941"
"4206702","Herval d'Oeste (SC)","3391"
"4206751","Ibiam (SC)","2401"
"4206801","Ibicaré (SC)","4302"
"4206900","Ibirama (SC)","1287"
"4207007","Içara (SC)","12999"
"4207106","Ilhota (SC)","1845"
"4207205","Imaruí (SC)","7058"
"4207304","Imbituba (SC)","3275"
"4207403","Imbuia (SC)","4359"
"4207502","Indaial (SC)","684"
"4207577","Iomerê (SC)","2265"
"4207601","Ipira (SC)","2815"
"4207650","Iporã do Oeste (SC)","11365"
"4207684","Ipuaçu (SC)","17153"
"4207700","Ipumirim (SC)","5298"
"4207759","Iraceminha (SC)","6346"
"4207809","Irani (SC)","4763"
"4207858","Irati (SC)","2022"
"4207908","Irineópolis (SC)","21245"
"4208005","Itá (SC)","1174"
"4208104","Itaiópolis (SC)","32298"
"4208203","Itajaí (SC)","2596"
"4208302","Itapema (SC)","390"
"4208401","Itapiranga (SC)","7850"
"4208450","Itapoá (SC)","229"
"4208500","Ituporanga (SC)","13325"
"4208609","Jaborá (SC)","4610"
"4208708","Jacinto Machado (SC)","12557"
"4208807","Jaguaruna (SC)","8115"
"4208906","Jaraguá do Sul (SC)","3755"
"4208955","Jardinópolis (SC)","1662"
"4209003","Joaçaba (SC)","4527"
"4209102","Joinville (SC)","5111"
"4209151","José Boiteux (SC)","2557"
"4209177","Jupiá (SC)","3203"
"4209201","Lacerdópolis (SC)","2470"
"4209300","Lages (SC)","10519"
"4209409","Laguna (SC)","2370"
"4209458","Lajeado Grande (SC)","3658"
"4209508","Laurentino (SC)","1671"
"4209607","Lauro Müller (SC)","1075"
"4209706","Lebon Régis (SC)","8500"
"4209805","Leoberto Leal (SC)","3426"
"4209854","Lindóia do Sul (SC)","3484"
"4209904","Lontras (SC)","2757"
"4210001","Luiz Alves (SC)","5137"
"4210035","Luzerna (SC)","2451"
"4210050","Macieira (SC)","1566"
"4210100","Mafra (SC)","38940"
"4210209","Major Gercino (SC)","705"
"4210308","Major Vieira (SC)","17643"
"4210407","Maracajá (SC)","3080"
"4210506","Maravilha (SC)","10152"
"4210555","Marema (SC)","2963"
"4210605","Massaranduba (SC)","8041"
"4210704","Matos Costa (SC)","1698"
"4210803","Meleiro (SC)","11296"
"4210852","Mirim Doce (SC)","2068"
"4210902","Modelo (SC)","3148"
"4211009","Mondaí (SC)","4985"
"4211058","Monte Carlo (SC)","3996"
"4211108","Monte Castelo (SC)","7401"
"4211207","Morro da Fumaça (SC)","1482"
"4211256","Morro Grande (SC)","4367"
"4211306","Navegantes (SC)","1378"
"4211405","Nova Erechim (SC)","2494"
"4211454","Nova Itaberaba (SC)","4764"
"4211504","Nova Trento (SC)","2613"
"4211603","Nova Veneza (SC)","9048"
"4211652","Novo Horizonte (SC)","5232"
"4211702","Orleans (SC)","4887"
"4211751","Otacílio Costa (SC)","4326"
"4211801","Ouro (SC)","5082"
"4211850","Ouro Verde (SC)","13332"
"4211876","Paial (SC)","746"
"4211892","Painel (SC)","1417"
"4211900","Palhoça (SC)","1535"
"4212007","Palma Sola (SC)","15883"
"4212056","Palmeira (SC)","851"
"4212106","Palmitos (SC)","13920"
"4212205","Papanduva (SC)","23645"
"4212239","Paraíso (SC)","4127"
"4212254","Passo de Torres (SC)","1022"
"4212270","Passos Maia (SC)","8588"
"4212304","Paulo Lopes (SC)","1632"
"4212403","Pedras Grandes (SC)","6355"
"4212502","Penha (SC)","13"
"4212601","Peritiba (SC)","2421"
"4212650","Pescaria Brava (SC)","..."
"4212700","Petrolândia (SC)","5214"
"4212809","Balneário Piçarras (SC)","1290"
"4212908","Pinhalzinho (SC)","6429"
"4213005","Pinheiro Preto (SC)","1848"
"4213104","Piratuba (SC)","2526"
"4213153","Planalto Alegre (SC)","1671"
"4213203","Pomerode (SC)","1624"
"4213302","Ponte Alta (SC)","2139"
"4213351","Ponte Alta do Norte (SC)","577"
"4213401","Ponte Serrada (SC)","6017"
"4213500","Porto Belo (SC)","111"
"4213609","Porto União (SC)","15548"
"4213708","Pouso Redondo (SC)","4347"
"4213807","Praia Grande (SC)","4375"
"4213906","Presidente Castello Branco (SC)","1536"
"4214003","Presidente Getúlio (SC)","3675"
"4214102","Presidente Nereu (SC)","1753"
"4214151","Princesa (SC)","2091"
"4214201","Quilombo (SC)","15418"
"4214300","Rancho Queimado (SC)","539"
"4214409","Rio das Antas (SC)","6823"
"4214508","Rio do Campo (SC)","5518"
"4214607","Rio do Oeste (SC)","5147"
"4214706","Rio dos Cedros (SC)","1982"
"4214805","Rio do Sul (SC)","1788"
"4214904","Rio Fortuna (SC)","1179"
"4215000","Rio Negrinho (SC)","7622"
"4215059","Rio Rufino (SC)","1057"
"4215075","Riqueza (SC)","2526"
"4215109","Rodeio (SC)","1092"
"4215208","Romelândia (SC)","3703"
"4215307","Salete (SC)","2119"
"4215356","Saltinho (SC)","3228"
"4215406","Salto Veloso (SC)","1989"
"4215455","Sangão (SC)","3085"
"4215505","Santa Cecília (SC)","2540"
"4215554","Santa Helena (SC)","2939"
"4215604","Santa Rosa de Lima (SC)","375"
"4215653","Santa Rosa do Sul (SC)","3921"
"4215679","Santa Terezinha (SC)","11152"
"4215687","Santa Terezinha do Progresso (SC)","3519"
"4215695","Santiago do Sul (SC)","2448"
"4215703","Santo Amaro da Imperatriz (SC)","1116"
"4215752","São Bernardino (SC)","3016"
"4215802","São Bento do Sul (SC)","2844"
"4215901","São Bonifácio (SC)","1590"
"4216008","São Carlos (SC)","5657"
"4216057","São Cristóvão do Sul (SC)","1259"
"4216107","São Domingos (SC)","26673"
"4216206","São Francisco do Sul (SC)","290"
"4216255","São João do Oeste (SC)","2926"
"4216305","São João Batista (SC)","718"
"4216354","São João do Itaperiú (SC)","3065"
"4216404","São João do Sul (SC)","6818"
"4216503","São Joaquim (SC)","8964"
"4216602","São José (SC)","405"
"4216701","São José do Cedro (SC)","9564"
"4216800","São José do Cerrito (SC)","12799"
"4216909","São Lourenço do Oeste (SC)","11910"
"4217006","São Ludgero (SC)","685"
"4217105","São Martinho (SC)","1636"
"4217154","São Miguel da Boa Vista (SC)","1124"
"4217204","São Miguel do Oeste (SC)","4502"
"4217253","São Pedro de Alcântara (SC)","942"
"4217303","Saudades (SC)","9340"
"4217402","Schroeder (SC)","1581"
"4217501","Seara (SC)","8986"
"4217550","Serra Alta (SC)","2903"
"4217600","Siderópolis (SC)","1382"
"4217709","Sombrio (SC)","4760"
"4217758","Sul Brasil (SC)","3474"
"4217808","Taió (SC)","8405"
"4217907","Tangará (SC)","10421"
"4217956","Tigrinhos (SC)","2623"
"4218004","Tijucas (SC)","2770"
"4218103","Timbé do Sul (SC)","4652"
"4218202","Timbó (SC)","1528"
"4218251","Timbó Grande (SC)","1874"
"4218301","Três Barras (SC)","9930"
"4218350","Treviso (SC)","273"
"4218400","Treze de Maio (SC)","3079"
"4218509","Treze Tílias (SC)","2537"
"4218608","Trombudo Central (SC)","1857"
"4218707","Tubarão (SC)","7960"
"4218756","Tunápolis (SC)","3752"
"4218806","Turvo (SC)","11947"
"4218855","União do Oeste (SC)","3743"
"4218905","Urubici (SC)","3016"
"4218954","Urupema (SC)","1229"
"4219002","Urussanga (SC)","2062"
"4219101","Vargeão (SC)","7326"
"4219150","Vargem (SC)","6182"
"4219176","Vargem Bonita (SC)","1920"
"4219200","Vidal Ramos (SC)","5909"
"4219309","Videira (SC)","7731"
"4219358","Vitor Meireles (SC)","4989"
"4219408","Witmarsum (SC)","3172"
"4219507","Xanxerê (SC)","18461"
"4219606","Xavantina (SC)","4091"
"4219705","Xaxim (SC)","10742"
"4219853","Zortéa (SC)","9122"
"4220000","Balneário Rincão (SC)","..."
"4300034","Aceguá (RS)","17519"
"4300059","Água Santa (RS)","18572"
"4300109","Agudo (RS)","20714"
"4300208","Ajuricaba (RS)","27606"
"4300307","Alecrim (RS)","7498"
"4300406","Alegrete (RS)","80661"
"4300455","Alegria (RS)","14343"
"4300471","Almirante Tamandaré do Sul (RS)","20022"
"4300505","Alpestre (RS)","14236"
"4300554","Alto Alegre (RS)","8137"
"4300570","Alto Feliz (RS)","607"
"4300604","Alvorada (RS)","186"
"4300638","Amaral Ferrador (RS)","7379"
"4300646","Ametista do Sul (RS)","4103"
"4300661","André da Rocha (RS)","14896"
"4300703","Anta Gorda (RS)","10088"
"4300802","Antônio Prado (RS)","5031"
"4300851","Arambaré (RS)","16352"
"4300877","Araricá (RS)","252"
"4300901","Aratiba (RS)","6581"
"4301008","Arroio do Meio (RS)","3097"
"4301057","Arroio do Sal (RS)","45"
"4301073","Arroio do Padre (RS)","1888"
"4301107","Arroio dos Ratos (RS)","2028"
"4301206","Arroio do Tigre (RS)","22004"
"4301305","Arroio Grande (RS)","61934"
"4301404","Arvorezinha (RS)","11216"
"4301503","Augusto Pestana (RS)","26811"
"4301552","Áurea (RS)","10889"
"4301602","Bagé (RS)","24648"
"4301636","Balneário Pinhal (RS)","279"
"4301651","Barão (RS)","1247"
"4301701","Barão de Cotegipe (RS)","15268"
"4301750","Barão do Triunfo (RS)","6728"
"4301800","Barracão (RS)","26962"
"4301859","Barra do Guarita (RS)","2940"
"4301875","Barra do Quaraí (RS)","22262"
"4301909","Barra do Ribeiro (RS)","15497"
"4301925","Barra do Rio Azul (RS)","2673"
"4301958","Barra Funda (RS)","5549"
"4302006","Barros Cassal (RS)","11543"
"4302055","Benjamin Constant do Sul (RS)","3793"
"4302105","Bento Gonçalves (RS)","9460"
"4302154","Boa Vista das Missões (RS)","28236"
"4302204","Boa Vista do Buricá (RS)","8043"
"4302220","Boa Vista do Cadeado (RS)","53233"
"4302238","Boa Vista do Incra (RS)","36054"
"4302253","Boa Vista do Sul (RS)","1030"
"4302303","Bom Jesus (RS)","24573"
"4302352","Bom Princípio (RS)","2326"
"4302378","Bom Progresso (RS)","6867"
"4302402","Bom Retiro do Sul (RS)","959"
"4302451","Boqueirão do Leão (RS)","6465"
"4302501","Bossoroca (RS)","43783"
"4302584","Bozano (RS)","17600"
"4302600","Braga (RS)","12585"
"4302659","Brochier (RS)","2195"
"4302709","Butiá (RS)","6441"
"4302808","Caçapava do Sul (RS)","15240"
"4302907","Cacequi (RS)","30176"
"4303004","Cachoeira do Sul (RS)","99449"
"4303103","Cachoeirinha (RS)","2"
"4303202","Cacique Doble (RS)","12125"
"4303301","Caibaté (RS)","17334"
"4303400","Caiçara (RS)","13027"
"4303509","Camaquã (RS)","48470"
"4303558","Camargo (RS)","7886"
"4303608","Cambará do Sul (RS)","566"
"4303673","Campestre da Serra (RS)","8128"
"4303707","Campina das Missões (RS)","12922"
"4303806","Campinas do Sul (RS)","22024"
"4303905","Campo Bom (RS)","274"
"4304002","Campo Novo (RS)","19951"
"4304101","Campos Borges (RS)","9134"
"4304200","Candelária (RS)","40520"
"4304309","Cândido Godói (RS)","20890"
"4304358","Candiota (RS)","8631"
"4304408","Canela (RS)","621"
"4304507","Canguçu (RS)","66358"
"4304606","Canoas (RS)","804"
"4304614","Canudos do Vale (RS)","1430"
"4304622","Capão Bonito do Sul (RS)","30860"
"4304630","Capão da Canoa (RS)","505"
"4304655","Capão do Cipó (RS)","67436"
"4304663","Capão do Leão (RS)","14783"
"4304671","Capivari do Sul (RS)","14781"
"4304689","Capela de Santana (RS)","1930"
"4304697","Capitão (RS)","637"
"4304705","Carazinho (RS)","46309"
"4304713","Caraá (RS)","2853"
"4304804","Carlos Barbosa (RS)","1632"
"4304853","Carlos Gomes (RS)","6390"
"4304903","Casca (RS)","12401"
"4304952","Caseiros (RS)","12288"
"4305009","Catuípe (RS)","51580"
"4305108","Caxias do Sul (RS)","12519"
"4305116","Centenário (RS)","10155"
"4305124","Cerrito (RS)","7389"
"4305132","Cerro Branco (RS)","6051"
"4305157","Cerro Grande (RS)","7005"
"4305173","Cerro Grande do Sul (RS)","7654"
"4305207","Cerro Largo (RS)","11622"
"4305306","Chapada (RS)","52201"
"4305355","Charqueadas (RS)","4348"
"4305371","Charrua (RS)","12675"
"4305405","Chiapetta (RS)","35447"
"4305439","Chuí (RS)","3772"
"4305447","Chuvisca (RS)","9360"
"4305454","Cidreira (RS)","810"
"4305504","Ciríaco (RS)","17243"
"4305587","Colinas (RS)","902"
"4305603","Colorado (RS)","25271"
"4305702","Condor (RS)","43551"
"4305801","Constantina (RS)","18018"
"4305835","Coqueiro Baixo (RS)","1070"
"4305850","Coqueiros do Sul (RS)","17598"
"4305871","Coronel Barros (RS)","13669"
"4305900","Coronel Bicaco (RS)","45739"
"4305934","Coronel Pilar (RS)","2555"
"4305959","Cotiporã (RS)","3750"
"4305975","Coxilha (RS)","40901"
"4306007","Crissiumal (RS)","17634"
"4306056","Cristal (RS)","14877"
"4306072","Cristal do Sul (RS)","10173"
"4306106","Cruz Alta (RS)","100227"
"4306130","Cruzaltense (RS)","9533"
"4306205","Cruzeiro do Sul (RS)","10152"
"4306304","David Canabarro (RS)","10506"
"4306320","Derrubadas (RS)","12319"
"4306353","Dezesseis de Novembro (RS)","2839"
"4306379","Dilermando de Aguiar (RS)","14158"
"4306403","Dois Irmãos (RS)","677"
"4306429","Dois Irmãos das Missões (RS)","20521"
"4306452","Dois Lajeados (RS)","4084"
"4306502","Dom Feliciano (RS)","14114"
"4306551","Dom Pedro de Alcântara (RS)","1156"
"4306601","Dom Pedrito (RS)","70719"
"4306700","Dona Francisca (RS)","4152"
"4306734","Doutor Maurício Cardoso (RS)","27210"
"4306759","Doutor Ricardo (RS)","2482"
"4306767","Eldorado do Sul (RS)","10584"
"4306809","Encantado (RS)","2640"
"4306908","Encruzilhada do Sul (RS)","12914"
"4306924","Engenho Velho (RS)","5891"
"4306932","Entre-Ijuís (RS)","43873"
"4306957","Entre Rios do Sul (RS)","8633"
"4306973","Erebango (RS)","11724"
"4307005","Erechim (RS)","13879"
"4307054","Ernestina (RS)","20605"
"4307104","Herval (RS)","5602"
"4307203","Erval Grande (RS)","5611"
"4307302","Erval Seco (RS)","23326"
"4307401","Esmeralda (RS)","29932"
"4307450","Esperança do Sul (RS)","8251"
"4307500","Espumoso (RS)","57488"
"4307559","Estação (RS)","7166"
"4307609","Estância Velha (RS)","227"
"4307708","Esteio (RS)","300"
"4307807","Estrela (RS)","3610"
"4307815","Estrela Velha (RS)","17731"
"4307831","Eugênio de Castro (RS)","37096"
"4307864","Fagundes Varela (RS)","3101"
"4307906","Farroupilha (RS)","6840"
"4308003","Faxinal do Soturno (RS)","5481"
"4308052","Faxinalzinho (RS)","6521"
"4308078","Fazenda Vilanova (RS)","1187"
"4308102","Feliz (RS)","822"
"4308201","Flores da Cunha (RS)","6028"
"4308250","Floriano Peixoto (RS)","7575"
"4308300","Fontoura Xavier (RS)","7525"
"4308409","Formigueiro (RS)","12277"
"4308433","Forquetinha (RS)","1786"
"4308458","Fortaleza dos Valos (RS)","40343"
"4308508","Frederico Westphalen (RS)","16724"
"4308607","Garibaldi (RS)","3627"
"4308656","Garruchos (RS)","23417"
"4308706","Gaurama (RS)","11645"
"4308805","General Câmara (RS)","10320"
"4308854","Gentil (RS)","12509"
"4308904","Getúlio Vargas (RS)","19183"
"4309001","Giruá (RS)","90568"
"4309050","Glorinha (RS)","2010"
"4309100","Gramado (RS)","1255"
"4309126","Gramado dos Loureiros (RS)","8083"
"4309159","Gramado Xavier (RS)","4929"
"4309209","Gravataí (RS)","1059"
"4309258","Guabiju (RS)","4852"
"4309308","Guaíba (RS)","4461"
"4309407","Guaporé (RS)","6221"
"4309506","Guarani das Missões (RS)","28021"
"4309555","Harmonia (RS)","1620"
"4309571","Herveiras (RS)","3511"
"4309605","Horizontina (RS)","22619"
"4309654","Hulha Negra (RS)","8381"
"4309704","Humaitá (RS)","13736"
"4309753","Ibarama (RS)","6819"
"4309803","Ibiaçá (RS)","23203"
"4309902","Ibiraiaras (RS)","15487"
"4309951","Ibirapuitã (RS)","15192"
"4310009","Ibirubá (RS)","58630"
"4310108","Igrejinha (RS)","771"
"4310207","Ijuí (RS)","62374"
"4310306","Ilópolis (RS)","8401"
"4310330","Imbé (RS)","2"
"4310363","Imigrante (RS)","1277"
"4310405","Independência (RS)","34324"
"4310413","Inhacorá (RS)","11240"
"4310439","Ipê (RS)","12933"
"4310462","Ipiranga do Sul (RS)","14103"
"4310504","Iraí (RS)","13602"
"4310538","Itaara (RS)","3804"
"4310553","Itacurubi (RS)","10449"
"4310579","Itapuca (RS)","6165"
"4310603","Itaqui (RS)","88322"
"4310652","Itati (RS)","737"
"4310702","Itatiba do Sul (RS)","4203"
"4310751","Ivorá (RS)","5356"
"4310801","Ivoti (RS)","287"
"4310850","Jaboticaba (RS)","10621"
"4310876","Jacuizinho (RS)","19767"
"4310900","Jacutinga (RS)","17855"
"4311007","Jaguarão (RS)","40857"
"4311106","Jaguari (RS)","14118"
"4311122","Jaquirana (RS)","1547"
"4311130","Jari (RS)","39254"
"4311155","Jóia (RS)","102405"
"4311205","Júlio de Castilhos (RS)","98219"
"4311239","Lagoa Bonita do Sul (RS)","5148"
"4311254","Lagoão (RS)","9267"
"4311270","Lagoa dos Três Cantos (RS)","13261"
"4311304","Lagoa Vermelha (RS)","54054"
"4311403","Lajeado (RS)","1695"
"4311429","Lajeado do Bugre (RS)","6289"
"4311502","Lavras do Sul (RS)","15563"
"4311601","Liberato Salzano (RS)","10586"
"4311627","Lindolfo Collor (RS)","345"
"4311643","Linha Nova (RS)","458"
"4311700","Machadinho (RS)","13597"
"4311718","Maçambará (RS)","44528"
"4311734","Mampituba (RS)","4436"
"4311759","Manoel Viana (RS)","35172"
"4311775","Maquiné (RS)","2135"
"4311791","Maratá (RS)","1675"
"4311809","Marau (RS)","50634"
"4311908","Marcelino Ramos (RS)","6507"
"4311981","Mariana Pimentel (RS)","3857"
"4312005","Mariano Moro (RS)","2932"
"4312054","Marques de Souza (RS)","1801"
"4312104","Mata (RS)","6179"
"4312138","Mato Castelhano (RS)","18228"
"4312153","Mato Leitão (RS)","2468"
"4312179","Mato Queimado (RS)","9872"
"4312203","Maximiliano de Almeida (RS)","9273"
"4312252","Minas do Leão (RS)","8515"
"4312302","Miraguaí (RS)","9092"
"4312351","Montauri (RS)","4988"
"4312377","Monte Alegre dos Campos (RS)","4762"
"4312385","Monte Belo do Sul (RS)","3156"
"4312401","Montenegro (RS)","5374"
"4312427","Mormaço (RS)","12613"
"4312443","Morrinhos do Sul (RS)","4923"
"4312450","Morro Redondo (RS)","3770"
"4312476","Morro Reuter (RS)","682"
"4312500","Mostardas (RS)","38444"
"4312609","Muçum (RS)","1880"
"4312617","Muitos Capões (RS)","88841"
"4312625","Muliterno (RS)","6269"
"4312658","Não-Me-Toque (RS)","29915"
"4312674","Nicolau Vergueiro (RS)","13156"
"4312708","Nonoai (RS)","29881"
"4312757","Nova Alvorada (RS)","6474"
"4312807","Nova Araçá (RS)","2592"
"4312906","Nova Bassano (RS)","9321"
"4312955","Nova Boa Vista (RS)","6780"
"4313003","Nova Bréscia (RS)","743"
"4313011","Nova Candelária (RS)","6023"
"4313037","Nova Esperança do Sul (RS)","5239"
"4313060","Nova Hartz (RS)","485"
"4313086","Nova Pádua (RS)","2401"
"4313102","Nova Palma (RS)","12087"
"4313201","Nova Petrópolis (RS)","2426"
"4313300","Nova Prata (RS)","4669"
"4313334","Nova Ramada (RS)","17769"
"4313359","Nova Roma do Sul (RS)","2741"
"4313375","Nova Santa Rita (RS)","3337"
"4313391","Novo Cabrais (RS)","8083"
"4313409","Novo Hamburgo (RS)","2223"
"4313425","Novo Machado (RS)","21190"
"4313441","Novo Tiradentes (RS)","5754"
"4313466","Novo Xingu (RS)","6247"
