"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Área colhida (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias"
"Cód.","Município","2010"
"Cód.","Município","Algodão herbáceo (em caroço)","Cana-de-açúcar","Milho (em grão)","Soja (em grão)"
"4118808","Peabiru (PR)","-","300","8300","20400"
"4118857","Perobal (PR)","-","2731","1000","8588"
"4118907","Pérola (PR)","-","-","415","480"
"4119004","Pérola d'Oeste (PR)","-","25","2500","8800"
"4119103","Piên (PR)","-","-","3700","1035"
"4119152","Pinhais (PR)","-","-","40","-"
"4119202","Pinhalão (PR)","-","100","2700","1400"
"4119251","Pinhal de São Bento (PR)","-","20","2250","900"
"4119301","Pinhão (PR)","-","2","15300","26800"
"4119400","Piraí do Sul (PR)","-","-","9400","29500"
"4119509","Piraquara (PR)","-","-","410","150"
"4119608","Pitanga (PR)","-","500","10130","40000"
"4119657","Pitangueiras (PR)","-","356","2900","8947"
"4119707","Planaltina do Paraná (PR)","-","1888","100","-"
"4119806","Planalto (PR)","-","150","2700","12500"
"4119905","Ponta Grossa (PR)","-","-","11600","68300"
"4119954","Pontal do Paraná (PR)","-","3","-","-"
"4120002","Porecatu (PR)","-","9455","660","1200"
"4120101","Porto Amazonas (PR)","-","-","1200","6000"
"4120150","Porto Barreiro (PR)","-","12","1955","9135"
"4120200","Porto Rico (PR)","-","317","100","-"
"4120309","Porto Vitória (PR)","-","9","2800","250"
"4120333","Prado Ferreira (PR)","-","2035","6312","5164"
"4120358","Pranchita (PR)","-","40","2100","13700"
"4120408","Presidente Castelo Branco (PR)","-","5973","320","1100"
"4120507","Primeiro de Maio (PR)","-","-","21919","21887"
"4120606","Prudentópolis (PR)","-","21","19550","19940"
"4120655","Quarto Centenário (PR)","-","-","15208","25520"
"4120705","Quatiguá (PR)","-","5","2650","-"
"4120804","Quatro Barras (PR)","-","-","350","-"
"4120853","Quatro Pontes (PR)","-","2","8000","8880"
"4120903","Quedas do Iguaçu (PR)","-","20","4910","19790"
"4121000","Querência do Norte (PR)","-","-","5480","4800"
"4121109","Quinta do Sol (PR)","-","3300","12605","17525"
"4121208","Quitandinha (PR)","-","-","7600","2060"
"4121257","Ramilândia (PR)","-","138","4000","6350"
"4121307","Rancho Alegre (PR)","-","80","6000","11465"
"4121356","Rancho Alegre D'Oeste (PR)","-","-","11850","16600"
"4121406","Realeza (PR)","-","85","6500","16000"
"4121505","Rebouças (PR)","-","-","8700","14230"
"4121604","Renascença (PR)","-","30","4950","26700"
"4121703","Reserva (PR)","-","-","26000","22000"
"4121752","Reserva do Iguaçu (PR)","-","-","5625","12800"
"4121802","Ribeirão Claro (PR)","-","115","4800","1050"
"4121901","Ribeirão do Pinhal (PR)","-","1130","2480","9770"
"4122008","Rio Azul (PR)","-","-","5400","8750"
"4122107","Rio Bom (PR)","-","-","1380","4320"
"4122156","Rio Bonito do Iguaçu (PR)","-","15","8455","16350"
"4122172","Rio Branco do Ivaí (PR)","-","5","1450","5220"
"4122206","Rio Branco do Sul (PR)","-","30","6000","-"
"4122305","Rio Negro (PR)","-","-","7500","2500"
"4122404","Rolândia (PR)","-","4471","3000","23000"
"4122503","Roncador (PR)","-","12","2800","21300"
"4122602","Rondon (PR)","-","19301","200","240"
"4122651","Rosário do Ivaí (PR)","-","5","550","220"
"4122701","Sabáudia (PR)","-","280","1900","8100"
"4122800","Salgado Filho (PR)","-","60","8700","300"
"4122909","Salto do Itararé (PR)","-","100","5200","3300"
"4123006","Salto do Lontra (PR)","-","60","5000","9000"
"4123105","Santa Amélia (PR)","-","520","1080","4570"
"4123204","Santa Cecília do Pavão (PR)","-","260","490","5784"
"4123303","Santa Cruz de Monte Castelo (PR)","-","150","3274","3445"
"4123402","Santa Fé (PR)","-","3371","2655","5600"
"4123501","Santa Helena (PR)","-","120","25600","28450"
"4123600","Santa Inês (PR)","-","4048","257","340"
"4123709","Santa Isabel do Ivaí (PR)","-","918","1400","1600"
"4123808","Santa Izabel do Oeste (PR)","-","60","2500","13300"
"4123824","Santa Lúcia (PR)","-","200","3800","4750"
"4123857","Santa Maria do Oeste (PR)","-","20","3030","10700"
"4123907","Santa Mariana (PR)","-","4900","13860","25620"
"4123956","Santa Mônica (PR)","-","3845","650","1214"
"4124004","Santana do Itararé (PR)","-","7","2500","6000"
"4124020","Santa Tereza do Oeste (PR)","-","350","13000","21450"
"4124053","Santa Terezinha de Itaipu (PR)","-","70","14570","16000"
"4124103","Santo Antônio da Platina (PR)","-","4200","4500","12000"
"4124202","Santo Antônio do Caiuá (PR)","-","1568","114","-"
"4124301","Santo Antônio do Paraíso (PR)","-","830","610","8883"
"4124400","Santo Antônio do Sudoeste (PR)","-","50","5800","10800"
"4124509","Santo Inácio (PR)","-","9375","320","535"
"4124608","São Carlos do Ivaí (PR)","-","10673","1760","2800"
"4124707","São Jerônimo da Serra (PR)","-","186","1700","1600"
"4124806","São João (PR)","-","5","3200","21100"
"4124905","São João do Caiuá (PR)","-","3564","80","-"
"4125001","São João do Ivaí (PR)","10","2650","9850","19000"
"4125100","São João do Triunfo (PR)","-","-","2500","5000"
"4125209","São Jorge d'Oeste (PR)","-","30","1600","10100"
"4125308","São Jorge do Ivaí (PR)","-","1515","22935","26048"
"4125357","São Jorge do Patrocínio (PR)","-","-","600","240"
"4125407","São José da Boa Vista (PR)","-","7","3000","11000"
"4125456","São José das Palmeiras (PR)","-","100","2180","2150"
"4125506","São José dos Pinhais (PR)","-","-","4000","100"
"4125555","São Manoel do Paraná (PR)","-","1046","3020","738"
"4125605","São Mateus do Sul (PR)","-","9","8600","18560"
"4125704","São Miguel do Iguaçu (PR)","-","200","44200","48700"
"4125753","São Pedro do Iguaçu (PR)","-","75","2600","13700"
"4125803","São Pedro do Ivaí (PR)","-","8547","3300","7400"
"4125902","São Pedro do Paraná (PR)","-","32","120","-"
"4126009","São Sebastião da Amoreira (PR)","-","2200","2220","12602"
"4126108","São Tomé (PR)","-","9550","1120","1200"
"4126207","Sapopema (PR)","-","210","3200","4600"
"4126256","Sarandi (PR)","-","22","3400","6400"
"4126272","Saudade do Iguaçu (PR)","-","5","650","4095"
"4126306","Sengés (PR)","-","15","5000","6800"
"4126355","Serranópolis do Iguaçu (PR)","-","30","7150","13850"
"4126405","Sertaneja (PR)","-","-","29380","33623"
"4126504","Sertanópolis (PR)","-","-","16944","26000"
"4126603","Siqueira Campos (PR)","-","210","4800","1000"
"4126652","Sulina (PR)","-","10","800","4100"
"4126678","Tamarana (PR)","-","-","13564","18000"
"4126702","Tamboara (PR)","-","4497","380","250"
"4126801","Tapejara (PR)","-","21000","300","450"
"4126900","Tapira (PR)","-","2540","114","-"
"4127007","Teixeira Soares (PR)","-","-","9700","22390"
"4127106","Telêmaco Borba (PR)","-","-","120","400"
"4127205","Terra Boa (PR)","-","5011","9750","14300"
"4127304","Terra Rica (PR)","-","9657","500","-"
"4127403","Terra Roxa (PR)","-","80","43550","50700"
"4127502","Tibagi (PR)","-","-","19000","83000"
"4127601","Tijucas do Sul (PR)","-","-","4500","1000"
"4127700","Toledo (PR)","-","50","44000","67802"
"4127809","Tomazina (PR)","-","80","4500","3000"
"4127858","Três Barras do Paraná (PR)","-","110","4500","14000"
"4127882","Tunas do Paraná (PR)","-","-","1500","-"
"4127908","Tuneiras do Oeste (PR)","-","13000","4300","11000"
"4127957","Tupãssi (PR)","-","10","19000","22100"
"4127965","Turvo (PR)","-","2","5110","6800"
"4128005","Ubiratã (PR)","-","-","35240","51200"
"4128104","Umuarama (PR)","-","11272","560","2220"
"4128203","União da Vitória (PR)","-","13","2000","2550"
"4128302","Uniflor (PR)","-","2376","50","1000"
"4128401","Uraí (PR)","-","220","4680","11853"
"4128500","Wenceslau Braz (PR)","-","10","4200","8500"
"4128534","Ventania (PR)","-","300","4300","22000"
"4128559","Vera Cruz do Oeste (PR)","-","130","1300","19500"
"4128609","Verê (PR)","-","50","7100","15000"
"4128625","Alto Paraíso (PR)","-","642","150","-"
"4128633","Doutor Ulysses (PR)","-","220","4800","-"
"4128658","Virmond (PR)","-","15","2420","6880"
"4128708","Vitorino (PR)","-","10","4700","18700"
"4128807","Xambrê (PR)","-","275","50","150"
"4200051","Abdon Batista (SC)","-","-","2800","2400"
"4200101","Abelardo Luz (SC)","-","-","11000","35500"
"4200200","Agrolândia (SC)","-","14","2240","-"
"4200309","Agronômica (SC)","-","-","1100","150"
"4200408","Água Doce (SC)","-","-","4000","15500"
"4200507","Águas de Chapecó (SC)","-","-","1860","900"
"4200556","Águas Frias (SC)","-","-","1300","350"
"4200606","Águas Mornas (SC)","-","-","100","-"
"4200705","Alfredo Wagner (SC)","-","-","2700","-"
"4200754","Alto Bela Vista (SC)","-","50","1000","130"
"4200804","Anchieta (SC)","-","120","2400","850"
"4200903","Angelina (SC)","-","80","1300","-"
"4201000","Anita Garibaldi (SC)","-","-","6000","500"
"4201109","Anitápolis (SC)","-","50","1800","-"
"4201208","Antônio Carlos (SC)","-","500","200","-"
"4201257","Apiúna (SC)","-","-","100","-"
"4201273","Arabutã (SC)","-","50","2200","8"
"4201307","Araquari (SC)","-","-","10","-"
"4201406","Araranguá (SC)","-","-","1000","-"
"4201505","Armazém (SC)","-","350","560","-"
"4201604","Arroio Trinta (SC)","-","-","2220","20"
"4201653","Arvoredo (SC)","-","10","1800","100"
"4201703","Ascurra (SC)","-","-","80","-"
"4201802","Atalanta (SC)","-","-","600","-"
"4201901","Aurora (SC)","-","5","1000","25"
"4201950","Balneário Arroio do Silva (SC)","...","...","...","..."
"4202008","Balneário Camboriú (SC)","...","...","...","..."
"4202057","Balneário Barra do Sul (SC)","-","-","5","-"
"4202073","Balneário Gaivota (SC)","-","-","270","-"
"4202081","Bandeirante (SC)","-","60","2100","200"
"4202099","Barra Bonita (SC)","-","50","2500","300"
"4202107","Barra Velha (SC)","-","-","5","-"
"4202131","Bela Vista do Toldo (SC)","-","-","2800","4000"
"4202156","Belmonte (SC)","-","50","1680","800"
"4202206","Benedito Novo (SC)","-","-","1150","-"
"4202305","Biguaçu (SC)","-","-","120","-"
"4202404","Blumenau (SC)","-","-","200","-"
"4202438","Bocaina do Sul (SC)","-","-","1300","100"
"4202453","Bombinhas (SC)","...","...","...","..."
"4202503","Bom Jardim da Serra (SC)","-","-","350","-"
"4202537","Bom Jesus (SC)","-","16","750","2750"
"4202578","Bom Jesus do Oeste (SC)","-","-","830","800"
"4202602","Bom Retiro (SC)","-","-","3200","1000"
"4202701","Botuverá (SC)","-","-","70","-"
"4202800","Braço do Norte (SC)","-","40","525","-"
"4202859","Braço do Trombudo (SC)","-","33","605","40"
"4202875","Brunópolis (SC)","-","-","2700","4000"
"4202909","Brusque (SC)","-","-","120","-"
"4203006","Caçador (SC)","-","-","4200","200"
"4203105","Caibi (SC)","-","-","2680","1660"
"4203154","Calmon (SC)","-","-","500","150"
"4203204","Camboriú (SC)","-","-","2","-"
"4203253","Capão Alto (SC)","-","-","2100","650"
"4203303","Campo Alegre (SC)","-","-","4000","350"
"4203402","Campo Belo do Sul (SC)","-","-","4700","6400"
"4203501","Campo Erê (SC)","-","16","5250","18300"
"4203600","Campos Novos (SC)","-","-","18000","40000"
"4203709","Canelinha (SC)","-","-","50","-"
"4203808","Canoinhas (SC)","-","-","8800","15000"
"4203907","Capinzal (SC)","-","-","1800","4200"
"4203956","Capivari de Baixo (SC)","-","-","10","-"
"4204004","Catanduvas (SC)","-","-","650","200"
"4204103","Caxambu do Sul (SC)","-","-","1390","2800"
"4204152","Celso Ramos (SC)","-","-","5200","350"
"4204178","Cerro Negro (SC)","-","-","3000","600"
"4204194","Chapadão do Lageado (SC)","-","-","850","50"
"4204202","Chapecó (SC)","-","-","8800","10000"
"4204251","Cocal do Sul (SC)","-","25","310","-"
"4204301","Concórdia (SC)","-","300","10000","300"
"4204350","Cordilheira Alta (SC)","-","6","1300","100"
"4204400","Coronel Freitas (SC)","-","-","3600","760"
"4204459","Coronel Martins (SC)","-","14","1020","2700"
"4204509","Corupá (SC)","-","80","75","-"
"4204558","Correia Pinto (SC)","-","-","2400","400"
"4204608","Criciúma (SC)","-","50","1700","-"
"4204707","Cunha Porã (SC)","-","-","4450","2700"
"4204756","Cunhataí (SC)","-","-","900","60"
"4204806","Curitibanos (SC)","-","-","7000","7000"
"4204905","Descanso (SC)","-","20","6850","1200"
"4205001","Dionísio Cerqueira (SC)","-","150","8300","5000"
"4205100","Dona Emma (SC)","-","-","940","-"
"4205159","Doutor Pedrinho (SC)","-","-","-","200"
"4205175","Entre Rios (SC)","-","15","1830","2200"
"4205191","Ermo (SC)","-","-","650","-"
"4205209","Erval Velho (SC)","-","-","5000","500"
"4205308","Faxinal dos Guedes (SC)","-","5","3100","10000"
"4205357","Flor do Sertão (SC)","-","30","1650","600"
"4205407","Florianópolis (SC)","-","21","90","-"
"4205431","Formosa do Sul (SC)","-","20","990","70"
"4205456","Forquilhinha (SC)","-","10","700","-"
"4205506","Fraiburgo (SC)","-","-","10000","300"
"4205555","Frei Rogério (SC)","-","-","1700","1800"
"4205605","Galvão (SC)","-","4","1000","4900"
"4205704","Garopaba (SC)","-","38","50","-"
"4205803","Garuva (SC)","-","-","5","-"
"4205902","Gaspar (SC)","-","-","185","-"
"4206009","Governador Celso Ramos (SC)","-","50","35","-"
"4206108","Grão Pará (SC)","-","50","530","-"
"4206207","Gravatal (SC)","-","120","110","-"
"4206306","Guabiruba (SC)","-","-","80","-"
"4206405","Guaraciaba (SC)","-","100","4950","2400"
"4206504","Guaramirim (SC)","-","50","50","-"
"4206603","Guarujá do Sul (SC)","-","20","2000","1200"
"4206652","Guatambú (SC)","-","80","950","3000"
"4206702","Herval d'Oeste (SC)","-","-","3120","30"
"4206751","Ibiam (SC)","-","-","1950","100"
"4206801","Ibicaré (SC)","-","-","4000","30"
"4206900","Ibirama (SC)","-","15","550","1"
"4207007","Içara (SC)","-","50","2200","-"
"4207106","Ilhota (SC)","-","-","2","-"
"4207205","Imaruí (SC)","-","550","150","-"
"4207304","Imbituba (SC)","-","20","100","-"
"4207403","Imbuia (SC)","-","-","800","150"
"4207502","Indaial (SC)","-","-","130","-"
"4207577","Iomerê (SC)","-","-","2100","-"
"4207601","Ipira (SC)","-","30","2300","120"
"4207650","Iporã do Oeste (SC)","-","150","9000","450"
"4207684","Ipuaçu (SC)","-","24","1515","12500"
"4207700","Ipumirim (SC)","-","20","4000","200"
"4207759","Iraceminha (SC)","-","-","3050","2200"
"4207809","Irani (SC)","-","40","2500","1500"
"4207858","Irati (SC)","-","40","1400","300"
"4207908","Irineópolis (SC)","-","-","4800","9200"
"4208005","Itá (SC)","-","70","700","120"
"4208104","Itaiópolis (SC)","-","-","9000","14500"
"4208203","Itajaí (SC)","-","-","20","-"
"4208302","Itapema (SC)","-","-","-","-"
"4208401","Itapiranga (SC)","-","900","3400","2100"
"4208450","Itapoá (SC)","-","-","5","-"
"4208500","Ituporanga (SC)","-","-","1800","1960"
"4208609","Jaborá (SC)","-","-","4000","20"
"4208708","Jacinto Machado (SC)","-","-","1150","-"
"4208807","Jaguaruna (SC)","-","60","450","-"
"4208906","Jaraguá do Sul (SC)","-","240","200","-"
"4208955","Jardinópolis (SC)","-","-","750","400"
"4209003","Joaçaba (SC)","-","-","3800","130"
"4209102","Joinville (SC)","-","-","60","-"
"4209151","José Boiteux (SC)","-","26","750","-"
"4209177","Jupiá (SC)","-","16","705","2000"
"4209201","Lacerdópolis (SC)","-","-","2250","40"
"4209300","Lages (SC)","-","-","5000","3300"
"4209409","Laguna (SC)","-","400","50","-"
"4209458","Lajeado Grande (SC)","-","20","350","1700"
"4209508","Laurentino (SC)","-","-","650","-"
"4209607","Lauro Müller (SC)","-","60","260","-"
"4209706","Lebon Régis (SC)","-","-","2040","1500"
"4209805","Leoberto Leal (SC)","-","-","750","-"
"4209854","Lindóia do Sul (SC)","-","40","2800","80"
"4209904","Lontras (SC)","-","17","1300","-"
"4210001","Luiz Alves (SC)","-","-","30","-"
"4210035","Luzerna (SC)","-","-","2150","10"
"4210050","Macieira (SC)","-","-","1200","150"
"4210100","Mafra (SC)","-","-","12000","18000"
"4210209","Major Gercino (SC)","-","10","100","-"
"4210308","Major Vieira (SC)","-","-","4200","9000"
"4210407","Maracajá (SC)","-","-","480","-"
"4210506","Maravilha (SC)","-","-","4900","3200"
"4210555","Marema (SC)","-","33","1355","900"
"4210605","Massaranduba (SC)","-","150","100","-"
"4210704","Matos Costa (SC)","-","-","1000","250"
"4210803","Meleiro (SC)","-","-","800","-"
"4210852","Mirim Doce (SC)","-","-","150","-"
"4210902","Modelo (SC)","-","-","1900","460"
"4211009","Mondaí (SC)","-","-","3000","500"
"4211058","Monte Carlo (SC)","-","-","1300","470"
"4211108","Monte Castelo (SC)","-","-","2000","3500"
"4211207","Morro da Fumaça (SC)","-","15","360","-"
"4211256","Morro Grande (SC)","-","-","530","-"
"4211306","Navegantes (SC)","-","-","-","-"
"4211405","Nova Erechim (SC)","-","-","1000","800"
"4211454","Nova Itaberaba (SC)","-","-","3000","530"
"4211504","Nova Trento (SC)","-","-","600","-"
"4211603","Nova Veneza (SC)","-","25","1050","-"
"4211652","Novo Horizonte (SC)","-","120","3145","1150"
"4211702","Orleans (SC)","-","200","1400","-"
"4211751","Otacílio Costa (SC)","-","-","3000","900"
"4211801","Ouro (SC)","-","-","4000","200"
"4211850","Ouro Verde (SC)","-","-","1980","7300"
"4211876","Paial (SC)","-","50","550","-"
"4211892","Painel (SC)","-","-","800","-"
"4211900","Palhoça (SC)","-","60","300","-"
"4212007","Palma Sola (SC)","-","80","4150","7000"
"4212056","Palmeira (SC)","-","-","750","50"
"4212106","Palmitos (SC)","-","-","7500","3500"
"4212205","Papanduva (SC)","-","-","5800","10500"
"4212239","Paraíso (SC)","-","10","3250","250"
"4212254","Passo de Torres (SC)","-","-","150","-"
"4212270","Passos Maia (SC)","-","7","2200","5500"
"4212304","Paulo Lopes (SC)","-","-","70","-"
"4212403","Pedras Grandes (SC)","-","315","2400","-"
"4212502","Penha (SC)","-","-","-","-"
"4212601","Peritiba (SC)","-","30","2000","70"
"4212650","Pescaria Brava (SC)","...","...","...","..."
"4212700","Petrolândia (SC)","-","50","1800","100"
"4212809","Balneário Piçarras (SC)","-","-","-","-"
"4212908","Pinhalzinho (SC)","-","-","2600","2000"
"4213005","Pinheiro Preto (SC)","-","-","1200","-"
"4213104","Piratuba (SC)","-","70","1800","260"
"4213153","Planalto Alegre (SC)","-","-","700","100"
"4213203","Pomerode (SC)","-","-","1400","-"
"4213302","Ponte Alta (SC)","-","-","1200","200"
"4213351","Ponte Alta do Norte (SC)","-","-","100","360"
"4213401","Ponte Serrada (SC)","-","7","2100","2550"
"4213500","Porto Belo (SC)","-","-","-","-"
"4213609","Porto União (SC)","-","-","5400","8500"
"4213708","Pouso Redondo (SC)","-","10","600","120"
"4213807","Praia Grande (SC)","-","-","380","-"
"4213906","Presidente Castello Branco (SC)","-","9","1400","-"
"4214003","Presidente Getúlio (SC)","-","8","1850","5"
"4214102","Presidente Nereu (SC)","-","-","460","-"
"4214151","Princesa (SC)","-","-","1200","350"
"4214201","Quilombo (SC)","-","58","8675","5000"
"4214300","Rancho Queimado (SC)","-","-","200","-"
"4214409","Rio das Antas (SC)","-","-","5500","350"
"4214508","Rio do Campo (SC)","-","5","1500","-"
"4214607","Rio do Oeste (SC)","-","5","1300","-"
"4214706","Rio dos Cedros (SC)","-","-","500","-"
"4214805","Rio do Sul (SC)","-","-","900","-"
"4214904","Rio Fortuna (SC)","-","10","410","-"
"4215000","Rio Negrinho (SC)","-","-","2000","3000"
"4215059","Rio Rufino (SC)","-","-","500","-"
"4215075","Riqueza (SC)","-","-","1100","400"
"4215109","Rodeio (SC)","-","-","160","-"
"4215208","Romelândia (SC)","-","20","2760","220"
"4215307","Salete (SC)","-","-","1000","-"
"4215356","Saltinho (SC)","-","144","2225","120"
"4215406","Salto Veloso (SC)","-","-","1800","-"
"4215455","Sangão (SC)","-","20","120","-"
"4215505","Santa Cecília (SC)","-","-","300","1500"
"4215554","Santa Helena (SC)","-","75","1595","550"
"4215604","Santa Rosa de Lima (SC)","-","10","100","-"
"4215653","Santa Rosa do Sul (SC)","-","-","450","-"
"4215679","Santa Terezinha (SC)","-","20","5000","600"
"4215687","Santa Terezinha do Progresso (SC)","-","80","2400","50"
"4215695","Santiago do Sul (SC)","-","16","1430","650"
"4215703","Santo Amaro da Imperatriz (SC)","-","100","510","-"
"4215752","São Bernardino (SC)","-","24","1600","700"
"4215802","São Bento do Sul (SC)","-","-","2020","50"
"4215901","São Bonifácio (SC)","-","-","1200","-"
"4216008","São Carlos (SC)","-","-","3700","600"
"4216057","São Cristóvão do Sul (SC)","-","-","800","200"
"4216107","São Domingos (SC)","-","40","3100","15200"
"4216206","São Francisco do Sul (SC)","-","-","2","-"
"4216255","São João do Oeste (SC)","-","120","2000","100"
"4216305","São João Batista (SC)","-","-","250","-"
"4216354","São João do Itaperiú (SC)","-","-","20","-"
"4216404","São João do Sul (SC)","-","-","1000","-"
"4216503","São Joaquim (SC)","-","-","1100","-"
"4216602","São José (SC)","-","150","50","-"
"4216701","São José do Cedro (SC)","-","100","4600","3200"
"4216800","São José do Cerrito (SC)","-","-","5000","1400"
"4216909","São Lourenço do Oeste (SC)","-","280","8500","1700"
"4217006","São Ludgero (SC)","-","8","175","-"
"4217105","São Martinho (SC)","-","450","300","-"
"4217154","São Miguel da Boa Vista (SC)","-","-","600","230"
"4217204","São Miguel do Oeste (SC)","-","-","2300","1400"
"4217253","São Pedro de Alcântara (SC)","-","200","510","-"
"4217303","Saudades (SC)","-","-","5600","2000"
"4217402","Schroeder (SC)","-","-","100","-"
"4217501","Seara (SC)","-","100","8000","200"
"4217550","Serra Alta (SC)","-","-","950","800"
"4217600","Siderópolis (SC)","-","30","640","-"
"4217709","Sombrio (SC)","-","-","600","-"
"4217758","Sul Brasil (SC)","-","-","2500","120"
"4217808","Taió (SC)","-","10","4000","-"
"4217907","Tangará (SC)","-","-","8200","450"
"4217956","Tigrinhos (SC)","-","-","1120","700"
"4218004","Tijucas (SC)","-","-","110","-"
"4218103","Timbé do Sul (SC)","-","-","970","-"
"4218202","Timbó (SC)","-","-","500","-"
"4218251","Timbó Grande (SC)","-","-","1200","10"
"4218301","Três Barras (SC)","-","-","2800","5100"
"4218350","Treviso (SC)","-","-","180","-"
"4218400","Treze de Maio (SC)","-","50","450","-"
"4218509","Treze Tílias (SC)","-","-","2100","200"
"4218608","Trombudo Central (SC)","-","60","840","-"
"4218707","Tubarão (SC)","-","120","1150","-"
"4218756","Tunápolis (SC)","-","80","2800","350"
"4218806","Turvo (SC)","-","-","1280","-"
"4218855","União do Oeste (SC)","-","-","1500","1300"
"4218905","Urubici (SC)","-","-","1500","-"
"4218954","Urupema (SC)","-","-","320","-"
"4219002","Urussanga (SC)","-","128","450","-"
"4219101","Vargeão (SC)","-","9","1350","5400"
"4219150","Vargem (SC)","-","-","2500","1500"
"4219176","Vargem Bonita (SC)","-","-","900","500"
"4219200","Vidal Ramos (SC)","-","-","1350","200"
"4219309","Videira (SC)","-","-","6400","150"
"4219358","Vitor Meireles (SC)","-","-","1950","200"
"4219408","Witmarsum (SC)","-","40","1450","-"
"4219507","Xanxerê (SC)","-","20","2820","11380"
"4219606","Xavantina (SC)","-","90","3700","50"
"4219705","Xaxim (SC)","-","40","3100","5000"
"4219853","Zortéa (SC)","-","-","1700","5500"
"4220000","Balneário Rincão (SC)","...","...","...","..."
"4300034","Aceguá (RS)","-","-","1500","2100"
"4300059","Água Santa (RS)","-","10","1800","12850"
"4300109","Agudo (RS)","-","160","4000","150"
"4300208","Ajuricaba (RS)","-","70","1000","18500"
"4300307","Alecrim (RS)","-","250","3500","2000"
"4300406","Alegrete (RS)","-","-","8000","10000"
"4300455","Alegria (RS)","-","60","1800","8800"
"4300471","Almirante Tamandaré do Sul (RS)","-","12","2500","15000"
"4300505","Alpestre (RS)","-","355","10000","300"
"4300554","Alto Alegre (RS)","-","7","700","6000"
"4300570","Alto Feliz (RS)","-","10","200","-"
"4300604","Alvorada (RS)","-","-","10","-"
"4300638","Amaral Ferrador (RS)","-","-","1800","600"
"4300646","Ametista do Sul (RS)","-","130","2800","320"
"4300661","André da Rocha (RS)","-","1","2000","10000"
"4300703","Anta Gorda (RS)","-","33","6700","128"
"4300802","Antônio Prado (RS)","-","6","2500","-"
"4300851","Arambaré (RS)","-","-","130","700"
"4300877","Araricá (RS)","-","-","30","-"
"4300901","Aratiba (RS)","-","600","4500","500"
"4301008","Arroio do Meio (RS)","-","180","1300","850"
"4301057","Arroio do Sal (RS)","-","-","25","-"
"4301073","Arroio do Padre (RS)","-","-","500","40"
"4301107","Arroio dos Ratos (RS)","-","5","350","500"
"4301206","Arroio do Tigre (RS)","-","45","6000","5500"
"4301305","Arroio Grande (RS)","-","-","900","15000"
"4301404","Arvorezinha (RS)","-","25","2400","500"
"4301503","Augusto Pestana (RS)","-","120","400","20000"
"4301552","Áurea (RS)","-","22","2700","5709"
"4301602","Bagé (RS)","-","-","1300","6000"
"4301636","Balneário Pinhal (RS)","-","-","48","-"
"4301651","Barão (RS)","-","45","700","-"
"4301701","Barão de Cotegipe (RS)","-","60","7000","6000"
"4301750","Barão do Triunfo (RS)","-","13","3000","40"
"4301800","Barracão (RS)","-","60","3000","20500"
"4301859","Barra do Guarita (RS)","-","30","850","1500"
"4301875","Barra do Quaraí (RS)","-","-","-","-"
"4301909","Barra do Ribeiro (RS)","-","-","100","110"
"4301925","Barra do Rio Azul (RS)","-","186","1500","350"
"4301958","Barra Funda (RS)","-","60","1200","3000"
"4302006","Barros Cassal (RS)","-","3","3000","3500"
"4302055","Benjamin Constant do Sul (RS)","-","50","2500","450"
"4302105","Bento Gonçalves (RS)","-","60","1160","-"
"4302154","Boa Vista das Missões (RS)","-","5","3375","14500"
"4302204","Boa Vista do Buricá (RS)","-","40","4100","2900"
"4302220","Boa Vista do Cadeado (RS)","-","24","2500","37240"
"4302238","Boa Vista do Incra (RS)","-","5","2500","28000"
"4302253","Boa Vista do Sul (RS)","-","4","600","-"
"4302303","Bom Jesus (RS)","-","-","8000","11000"
"4302352","Bom Princípio (RS)","-","95","1200","-"
"4302378","Bom Progresso (RS)","-","15","800","4000"
"4302402","Bom Retiro do Sul (RS)","-","-","450","80"
"4302451","Boqueirão do Leão (RS)","-","10","1700","60"
"4302501","Bossoroca (RS)","-","110","2500","33000"
"4302584","Bozano (RS)","-","40","400","12000"
"4302600","Braga (RS)","-","50","1200","7500"
"4302659","Brochier (RS)","-","50","1100","2"
"4302709","Butiá (RS)","-","-","450","3500"
"4302808","Caçapava do Sul (RS)","-","-","2000","7000"
"4302907","Cacequi (RS)","-","25","1000","10000"
"4303004","Cachoeira do Sul (RS)","-","130","4140","50000"
"4303103","Cachoeirinha (RS)","-","-","-","-"
"4303202","Cacique Doble (RS)","-","20","3000","7600"
"4303301","Caibaté (RS)","-","30","3500","11000"
"4303400","Caiçara (RS)","-","310","6500","2000"
"4303509","Camaquã (RS)","-","15","3500","3000"
"4303558","Camargo (RS)","-","20","1200","5600"
"4303608","Cambará do Sul (RS)","-","-","280","-"
"4303673","Campestre da Serra (RS)","-","1","1800","3700"
"4303707","Campina das Missões (RS)","-","280","6000","5000"
"4303806","Campinas do Sul (RS)","-","33","2250","15250"
"4303905","Campo Bom (RS)","-","45","20","-"
"4304002","Campo Novo (RS)","-","15","2600","13700"
"4304101","Campos Borges (RS)","-","13","80","8000"
"4304200","Candelária (RS)","-","500","7600","11500"
"4304309","Cândido Godói (RS)","-","180","7500","9000"
"4304358","Candiota (RS)","-","-","3000","1000"
